Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.01159504994589235,-0.003898360166527551,-0.1434377073403212,0.02448271594476759,0.14602541443980058,0.03553819885608907,0.03553819885608907,-14.493045868482096,0.035288800739623254,0.0002493981164658233,2.7337076043145445,2.7337076043145445,4.367520608449539,2.7145231338171736,0.01918447049737103,2.9615165713407556,2.9615165713407556,4.715141671041657,2.9407333949686043,0.020783176372151945
0.0,-175.0,0.02405234720147386,-0.006017335021792965,-0.1418813083686331,0.02404978734325212,0.14602541443980072,0.03553819885608913,0.03553819885608913,-14.493045868482088,0.034513683448302745,0.0010245154077863654,2.7337076043145485,2.7337076043145485,4.367520608449545,2.6548987267925193,0.07880887752202811,2.9615165713407605,2.9615165713407605,4.715141671041664,2.876140287358562,0.08537628398219711
0.0,-170.0,0.03632659157164786,-0.008090514324176314,-0.1392451069699834,0.02343382533839581,0.1460254144398008,0.03553819885608917,0.03553819885608917,-14.493045868482081,0.03322979044469507,0.0023084084113941033,2.733707604314552,2.733707604314552,4.36752060844955,2.5561377265150056,0.17756987779954642,2.961516571340764,2.961516571340764,4.7151416710416685,2.769149203724589,0.19236736761617526
0.0,-165.0,0.04832436864536595,-0.01010211992736656,-0.1355491662287976,0.02263951777298377,0.14602541443980077,0.03553819885608916,0.03553819885608916,-14.493045868482085,0.03147613216803352,0.004062066688055628,2.7337076043145507,2.7337076043145507,4.367520608449548,2.4212409360025786,0.3124666683119714,2.961516571340763,2.961516571340763,4.715141671041668,2.623011014002793,0.338505557337969
0.0,-160.0,0.05995436809464115,-0.01203684229808273,-0.1308216144857863,0.02167290980720473,0.14602541443980072,0.03553819885608913,0.03553819885608913,-14.493045868482088,0.02930599263766067,0.006232206218428464,2.7337076043145485,2.7337076043145485,4.367520608449545,2.254307125973898,0.4794004783406511,2.9615165713407605,2.9615165713407605,4.715141671041664,2.4421660531383895,0.519350518202372
0.0,-155.0,0.0711280786012789,-0.01387995703086642,-0.1250984312642876,0.02054135791133211,0.14602541443980066,0.03553819885608911,0.03553819885608911,-14.49304586848209,0.02678531044506327,0.008752888411025835,2.7337076043145467,2.7337076043145467,4.367520608449542,2.060408495774098,0.6732991085404489,2.9615165713407587,2.9615165713407587,4.715141671041661,2.2321092037552726,0.7294073675854864
0.0,-150.0,0.08176046148145281,-0.01561743690969801,-0.1184231734443697,0.01925347387854324,0.14602541443980063,0.035538198856089095,0.035538198856089095,-14.49304586848209,0.023990675243136698,0.011547523612952405,2.7337076043145463,2.7337076043145463,4.367520608449541,1.8454365571643614,0.8882710471501851,2.9615165713407574,2.9615165713407574,4.71514167104166,1.999222936928058,0.9622936344127003
0.0,-145.0,0.09177059788143646,-0.01723605866358055,-0.110846643768673,0.01781905928397325,0.14602541443980066,0.03553819885608911,0.03553819885608911,-14.49304586848209,0.02100700060833783,0.01453119824775128,2.7337076043145467,2.7337076043145467,4.367520608449542,1.6159231237182947,1.1177844805962525,2.9615165713407587,2.9615165713407587,4.715141671041661,1.7505833840281524,1.2109331873126068
0.0,-140.0,0.1010823046189404,-0.01872350360361649,-0.1024265042028632,0.01624903088881008,0.14602541443980072,0.03553819885608913,0.03553819885608913,-14.493045868482088,0.017924943984632794,0.017613254871456336,2.7337076043145485,2.7337076043145485,4.367520608449545,1.3788418449717534,1.3548657593427953,2.9615165713407605,2.9615165713407605,4.715141671041664,1.4937453320527327,1.4677712392880278
0.0,-135.0,0.1096247139831298,-0.02006845137566833,-0.0932268370932554,0.01455533755714998,0.14602541443980063,0.035538198856089095,0.035538198856089095,-14.49304586848209,0.014838152102936963,0.02070004675315213,2.7337076043145463,2.7337076043145463,4.367520608449541,1.1413963156105358,1.59231128870401,2.9615165713407574,2.9615165713407574,4.71514167104166,1.2365126752447468,1.7250038960960108
