Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,7.191746240764796e-05,0.0002314865175021511,-0.0006982485319832249,-0.006674224089643465,0.006715026160811162,7.515085674785983e-05,7.515085674785983e-05,-41.240660639294084,7.505292883964524e-05,9.792790821457966e-08,0.0939385709348248,0.0939385709348248,-10.271560509213524,0.09381616104955655,0.00012240988526822458,0.7515085674785984,0.7515085674785984,-1.2406606392940873,0.7505292883964524,0.0009792790821457967
0.0,-175.0,0.0001325001641781708,0.0008123025992125542,-0.0006893234656593658,-0.00662865127261006,0.006715026160811163,7.515085674785984e-05,7.515085674785984e-05,-41.240660639294084,7.402189700147089e-05,1.1289597463889834e-06,0.09393857093482481,0.09393857093482481,-10.271560509213522,0.09252737125183862,0.0014111996829862293,0.7515085674785985,0.7515085674785985,-1.2406606392940869,0.7402189700147089,0.011289597463889835
0.0,-170.0,0.0001920744596935125,0.001386936567661232,-0.0006751522315369515,-0.00653263041690302,0.006715026160811164,7.515085674785986e-05,7.515085674785986e-05,-41.240660639294084,7.188345765685165e-05,3.267399091008221e-06,0.09393857093482484,0.09393857093482484,-10.271560509213522,0.08985432207106457,0.004084248863760276,0.7515085674785987,0.7515085674785987,-1.2406606392940853,0.7188345765685166,0.03267399091008221
0.0,-165.0,0.0002501869525928561,0.001951015111374812,-0.0006558426812644762,-0.006386892299213256,0.006715026160811166,7.515085674785992e-05,7.515085674785992e-05,-41.240660639294084,6.870258620317134e-05,6.448270544688564e-06,0.0939385709348249,0.0939385709348249,-10.27156050921352,0.08587823275396417,0.008060338180860705,0.7515085674785992,0.7515085674785992,-1.2406606392940829,0.6870258620317133,0.06448270544688564
0.0,-160.0,0.0003063953717159543,0.002500245252035692,-0.0006315417721789435,-0.006192546074615468,0.006715026160811165,7.51508567478599e-05,7.51508567478599e-05,-41.240660639294084,6.45759318099514e-05,1.057492493790851e-05,0.09393857093482487,0.09393857093482487,-10.27156050921352,0.08071991476243925,0.01321865617238564,0.751508567478599,0.751508567478599,-1.2406606392940842,0.645759318099514,0.10574924937908511
0.0,-155.0,0.0003602719370537112,0.003030447016639222,-0.0006024344488717798,-0.005951070835228302,0.006715026160811164,7.515085674785986e-05,7.515085674785986e-05,-41.240660639294084,5.962888078274187e-05,1.5521975965117986e-05,0.09393857093482484,0.09393857093482484,-10.271560509213522,0.07453610097842735,0.019402469956397484,0.7515085674785987,0.7515085674785987,-1.2406606392940853,0.5962888078274188,0.15521975965117987
0.0,-150.0,0.0004114066154123463,0.003537585249612189,-0.0005687422356488368,-0.005664304353430234,0.006715026160811164,7.515085674785986e-05,7.515085674785986e-05,-41.240660639294084,5.401174676367603e-05,2.113910998418383e-05,0.09393857093482484,0.09393857093482484,-10.271560509213522,0.06751468345459503,0.02642388748022979,0.7515085674785987,0.7515085674785987,-1.2406606392940853,0.5401174676367603,0.21139109984183832
0.0,-145.0,0.0004594102410135868,0.004017800322783233,-0.0005307215505966542,-0.005334429095302084,0.006715026160811165,7.51508567478599e-05,7.51508567478599e-05,-41.240660639294084,4.789520352751619e-05,2.7255653220343707e-05,0.09393857093482487,0.09393857093482487,-10.27156050921352,0.05986900440939524,0.03406956652542963,0.751508567478599,0.751508567478599,-1.2406606392940842,0.47895203527516195,0.27255653220343706
0.0,-140.0,0.0005039174772812274,0.004467437509483734,-0.0004886617540859963,-0.004963955610742328,0.006715026160811165,7.51508567478599e-05,7.51508567478599e-05,-41.240660639294084,4.146509914537277e-05,3.368575760248714e-05,0.09393857093482487,0.09393857093482487,-10.27156050921352,0.051831373931715975,0.04210719700310893,0.751508567478599,0.751508567478599,-1.2406606392940842,0.4146509914537278,0.33685757602487143
0.0,-135.0,0.0005445895972730655,0.004883074799224538,-0.000442882946564711,-0.004555703426666477,0.006715026160811164,7.515085674785986e-05,7.515085674785986e-05,-41.240660639294084,3.4916809085107474e-05,4.023404766275241e-05,0.09393857093482484,0.09393857093482484,-10.271560509213522,0.043646011356384344,0.05029255957844051,0.7515085674785987,0.7515085674785987,-1.2406606392940853,0.34916809085107475,0.4023404766275241
0.0,-130.0,0.0005811170615974652,0.00526154894126207,-0.0003937335324000333,-0.004112779588704756,0.006715026160811165,7.51508567478599e-05,7.51508567478599e-05,-41.240660639294084,2.8449299826606784e-05,4.670155692125314e-05,0.09393857093482487,0.09393857093482487,-10.27156050921352,0.035561624783258486,0.05837694615156642,0.751508567478599,0.751508567478599,-1.2406606392940842,0.2844929982660679,0.46701556921253135
0.0,-125.0,0.0006132218741950323,0.005599979518846479,-0.0003415875683109834,-0.003638555014708778,0.006715026160811164,7.515085674785986e-05,7.515085674785986e-05,-41.240660639294084,2.2259083365972618e-05,5.2891773381887264e-05,0.09393857093482484,0.09393857093482484,-10.271560509213522,0.027823854207465776,0.06611471672735908,0.7515085674785987,0.7515085674785987,-1.2406606392940853,0.2225908336597262,0.5289177338188726
0.0,-120.0,0.0006406596980564847,0.005895790870932391,-0.0002868419165708751,-0.003136638840031278,0.006715026160811167,7.515085674785995e-05,7.515085674785995e-05,-41.240660639294084,1.653424629796068e-05,5.8616610449899264e-05,0.09393857093482492,0.09393857093482492,-10.271560509213518,0.02066780787245085,0.07327076306237408,0.7515085674785994,0.7515085674785994,-1.2406606392940818,0.1653424629796068,0.5861661044989926
0.0,-115.0,0.0006632217147748256,0.006146731694514641,-0.0002299132246457767,-0.002610850949826827,0.006715026160811166,7.515085674785992e-05,7.515085674785992e-05,-41.240660639294084,1.144873489997522e-05,6.370212184788472e-05,0.0939385709348249,0.0939385709348249,-10.27156050921352,0.014310918624969025,0.07962765230985591,0.7515085674785992,0.7515085674785992,-1.2406606392940829,0.1144873489997522,0.6370212184788473
0.0,-110.0,0.00068073621377951,0.006350892178403561,-0.0001712347542557238,-0.002065192907419289,0.006715026160811165,7.51508567478599e-05,7.51508567478599e-05,-41.240660639294084,7.157069862451058e-06,6.799378688540887e-05,0.09393857093482487,0.09393857093482487,-10.27156050921352,0.008946337328063825,0.08499223360676107,0.751508567478599,0.751508567478599,-1.2406606392940842,0.0715706986245106,0.6799378688540886
