Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.01410923972310859,-0.004955856335157038,-0.2531592989240996,0.0360040790957004,0.2561436227994949,0.10934668305929013,0.10934668305929013,-9.611943863885344,0.10897397324403099,0.0003727098152591685,4.005373005834803,4.005373005834803,6.026429665707096,3.991720631649487,0.013652374185317525,4.23824352942985,4.23824352942985,6.271859076482355,4.223797412559342,0.014446116870510407
0.0,-175.0,0.03611983653747252,-0.008074960061119034,-0.2509662500931391,0.0354351413649713,0.25614362279949493,0.10934668305929017,0.10934668305929017,-9.611943863885342,0.10706365755949872,0.002283025499791477,4.005373005834805,4.005373005834805,6.026429665707099,3.9217456981501355,0.08362730768466947,4.238243529429852,4.238243529429852,6.2718590764823565,4.149754168972819,0.088489360457034
0.0,-170.0,0.05785553958603269,-0.01113260846522172,-0.2468631965614048,0.03459652081213139,0.25614362279949493,0.10934668305929017,0.10934668305929017,-9.611943863885342,0.10356148863317835,0.005785194426111807,4.005373005834805,4.005373005834805,6.026429665707099,3.793461122094445,0.21191188374035916,4.238243529429852,4.238243529429852,6.2718590764823565,4.014011187332494,0.22423234209735685
0.0,-165.0,0.07915092704421334,-0.0141055309968513,-0.2408813650437647,0.03349459984596075,0.25614362279949504,0.10934668305929027,0.10934668305929027,-9.611943863885339,0.09857387809571329,0.010772804963576929,4.005373005834808,4.005373005834808,6.0264296657071,3.610764765410743,0.3946082404240633,4.238243529429855,4.238243529429855,6.27185907648236,3.820692949446252,0.41755057998360184
0.0,-160.0,0.09984392815495094,-0.01697110192044234,-0.2330662808899966,0.03213776475037,0.256143622799495,0.10934668305929023,0.10934668305929023,-9.61194386388534,0.09225237196943159,0.01709431108985862,4.005373005834807,4.005373005834807,6.0264296657071,3.3792077644480436,0.6261652413867625,4.2382435294298535,4.2382435294298535,6.271859076482357,3.575673332148512,0.6625701972813419
0.0,-155.0,0.1197770566850172,-0.0197075125109873,-0.2234774216093875,0.03053634185971602,0.25614362279949493,0.10934668305929017,0.10934668305929017,-9.611943863885342,0.08478904601914387,0.02455763704014627,4.005373005834805,4.005373005834805,6.026429665707099,3.105825861507101,0.899547144327702,4.238243529429852,4.238243529429852,6.2718590764823565,3.286397132524957,0.9518463969048941
0.0,-150.0,0.1387986094903463,-0.02229393703160226,-0.2121877642109745,0.02870251896916228,0.25614362279949493,0.10934668305929017,0.10934668305929017,-9.611943863885342,0.07641066962722459,0.03293601343206557,4.005373005834805,4.005373005834805,6.026429665707099,2.798925627370864,1.2064473784639402,4.238243529429852,4.238243529429852,6.2718590764823565,2.9616538615203334,1.2765896679095183
0.0,-145.0,0.156763821068562,-0.02471069122995949,-0.199283229804441,0.02665025257819843,0.25614362279949493,0.10934668305929017,0.10934668305929017,-9.611943863885342,0.06737181552067913,0.04197486753861103,4.005373005834805,4.005373005834805,6.026429665707099,2.467832070354546,1.5375409354802574,4.238243529429852,4.238243529429852,6.2718590764823565,2.61131067909609,1.6269328503337608
0.0,-140.0,0.173535965311863,-0.02693938214733341,-0.1848620296885914,0.02439516167325197,0.25614362279949493,0.10934668305929017,0.10934668305929017,-9.611943863885342,0.057947124707653834,0.051399558351636315,4.005373005834805,4.005373005834805,6.026429665707099,2.1226053006466605,1.882767705188143,4.238243529429852,4.238243529429852,6.2718590764823565,2.2460125855679784,1.9922309438618726
0.0,-135.0,0.1889873960752598,-0.02896304810012243,-0.1690339179040664,0.02195440885777071,0.256143622799495,0.10934668305929023,0.10934668305929023,-9.61194386388534,0.048422961649379107,0.060923721409911084,4.005373005834807,4.005373005834807,6.0264296657071,1.7737348589516158,2.23163814688319,4.2382435294298535,4.2382435294298535,6.271859076482357,1.8768589786581054,2.361384550771748
