Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.002404501391927533,-0.003386032411034706,0.806937194190889,0.2333422526859861,0.8400080291876189,1.175994776461208,1.175994776461208,0.7040539269325607,1.1759660324010048,2.8744060203246466e-05,5.597309740415079,5.597309740415079,7.479793402873035,5.597172929086172,0.00013681132890645627,5.62138994484325,5.62138994484325,7.498437124980194,5.621252544937882,0.00013739990536924696
0.0,-175.0,-0.06793385897222567,-0.02371026488269842,0.8040761206507442,0.2321592027968123,0.8400080291876189,1.175994776461208,1.175994776461208,0.7040539269325607,1.1673663366466567,0.008628439814551298,5.597309740415079,5.597309740415079,7.479793402873035,5.556241488084991,0.04106825233008709,5.62138994484325,5.62138994484325,7.498437124980194,5.580145012651322,0.041244932191927805
0.0,-170.0,-0.1377552016500147,-0.04385404792195544,0.795095542318011,0.2292092811927956,0.8400080291876187,1.1759947764612078,1.1759947764612078,0.7040539269325599,1.1411628085695207,0.03483196789168722,5.597309740415077,5.597309740415077,7.4797934028730335,5.431522173105762,0.16578756730931568,5.62138994484325,5.62138994484325,7.498437124980194,5.454889142301724,0.1665008025415259
0.0,-165.0,-0.2065281440643826,-0.06366407517672833,0.7800638068164233,0.2245149385585535,0.8400080291876189,1.175994776461208,1.175994776461208,0.7040539269325607,1.0981516291105957,0.07784314735061257,5.597309740415079,5.597309740415079,7.479793402873035,5.226804517423112,0.3705052229919684,5.62138994484325,5.62138994484325,7.498437124980194,5.24929077012713,0.37209917471612125
0.0,-160.0,-0.2737292825973171,-0.08298958037798661,0.7590953147295578,0.2181119016760545,0.8400080291876189,1.175994776461208,1.175994776461208,0.7040539269325607,1.0396396711930338,0.13635510526817424,5.597309740415079,5.597309740415079,7.479793402873035,4.948308763412821,0.6490009770022573,5.62138994484325,5.62138994484325,7.498437124980194,4.969596898628268,0.6517930462149821
0.0,-155.0,-0.3388471760074263,-0.1016834847620897,0.7323496489433178,0.2100489015222337,0.840008029187619,1.1759947764612082,1.1759947764612082,0.7040539269325616,0.9674047910496816,0.2085899854115269,5.59730974041508,5.59730974041508,7.479793402873036,4.604496863634847,0.9928128767802328,5.6213899448432505,5.6213899448432505,7.498437124980194,4.624305884558707,0.9970840602845454
0.0,-150.0,-0.4013862378066,-0.1196035164289865,0.7000303601238105,0.2003873023968344,0.8400080291876189,1.175994776461208,1.175994776461208,0.7040539269325607,0.8836418089610804,0.29235296750012746,5.597309740415079,5.597309740415079,7.479793402873035,4.205815368686722,1.3914943717283557,5.62138994484325,5.62138994484325,7.498437124980194,4.223909220655259,1.3974807241879896
0.0,-145.0,-0.4608705079724288,-0.136613293117281,0.6623834175738731,0.1892006349030336,0.840008029187619,1.1759947764612082,1.1759947764612082,0.7040539269325616,0.7908958207518796,0.38509895570932845,5.59730974041508,5.59730974041508,7.479793402873036,3.7643780140498793,1.8329317263651999,5.6213899448432505,5.6213899448432505,7.498437124980194,3.780572756940151,1.8408171879030997
0.0,-140.0,-0.5168472752913664,-0.1525833601555913,0.6196953372581552,0.1765740363351539,0.8400080291876187,1.1759947764612078,1.1759947764612078,0.7040539269325599,0.6919848663420798,0.48400991011912786,5.597309740415077,5.597309740415077,7.4797934028730335,3.293597650366872,2.303712090048205,5.62138994484325,5.62138994484325,7.498437124980194,3.307767047524281,2.3136228973189668
0.0,-135.0,-0.568890522764419,-0.1673921756907657,0.5722910012436282,0.1626036027324456,0.8400080291876187,1.1759947764612078,1.1759947764612078,0.7040539269325599,0.589914305030067,0.586080471431141,5.597309740415077,5.597309740415077,7.4797934028730335,2.807778700761861,2.7895310396532174,5.62138994484325,5.62138994484325,7.498437124980194,2.819858054637031,2.801531890206219
