Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.0008628604603474742,-0.0003321620082393354,-0.2721966558217337,0.03515836803481454,0.27445944170893555,0.12554368420983408,0.12554368420983408,-9.012051306755616,0.12554225947710984,1.424732724168791e-06,4.0760936431764305,4.0760936431764305,6.102441528239941,4.076047385620449,4.62575559795062e-05,4.3142159522279755,4.3142159522279755,6.349018803385312,4.314166992340544,4.895988742848079e-05
0.0,-175.0,0.024583078727363,-0.003395151711385316,-0.2710856621236057,0.03499563000329991,0.2744594417089356,0.12554368420983414,0.12554368420983414,-9.012051306755613,0.12451728369946855,0.0010264005103655669,4.076093643176432,4.076093643176432,6.102441528239943,4.042768951281446,0.033324691894985936,4.314215952227976,4.314215952227976,6.349018803385313,4.27894445702641,0.03527149520156587
0.0,-170.0,0.04811620492159453,-0.006432302259959012,-0.2679115428507188,0.03456655409652106,0.2744594417089355,0.12554368420983403,0.12554368420983403,-9.012051306755616,0.1216162039236777,0.003927480286156377,4.076093643176429,4.076093643176429,6.1024415282399405,3.948578049470055,0.12751559370637588,4.314215952227973,4.314215952227973,6.34901880338531,4.179250993940814,0.1349649582871607
0.0,-165.0,0.07128313774301395,-0.009420499104404128,-0.2626984549673255,0.03387440584121162,0.2744594417089356,0.12554368420983414,0.12554368420983414,-9.012051306755613,0.11692716799070775,0.008616516219126421,4.076093643176432,4.076093643176432,6.102441528239943,3.796336623074927,0.2797570201015072,4.314215952227976,4.314215952227976,6.349018803385313,4.018115738512294,0.29610021371568457
0.0,-160.0,0.09390756284427353,-0.01233700026241182,-0.2554860732199667,0.03292445290352507,0.2744594417089355,0.12554368420983403,0.12554368420983403,-9.012051306755616,0.110592649884615,0.01495103432521902,4.076093643176429,4.076093643176429,6.1024415282399405,3.5906704507991885,0.48542319237724085,4.314215952227973,4.314215952227973,6.34901880338531,3.8004347039386595,0.5137812482893134
0.0,-155.0,0.1158172946893515,-0.01515960939913814,-0.2463292881886955,0.03172392499891447,0.2744594417089357,0.1255436842098342,0.1255436842098342,-9.01205130675561,0.10280512073263277,0.022738563477201434,4.076093643176436,4.076093643176436,6.102441528239947,3.3378285952153504,0.7382650479610855,4.314215952227979,4.314215952227979,6.349018803385316,3.5328220183035315,0.7813939339244477
0.0,-150.0,0.1368455869894488,-0.01786684475471459,-0.2352977885366172,0.0302819588696325,0.2744594417089356,0.12554368420983414,0.12554368420983414,-9.012051306755613,0.09380120066736362,0.03174248354247047,4.076093643176432,4.076093643176432,6.102441528239943,3.0454935281611566,1.030600115015275,4.314215952227976,4.314215952227976,6.349018803385313,3.2234089576413614,1.0908069945866141
0.0,-145.0,0.156832401742932,-0.02043810263341184,-0.2224755306370861,0.02860952874860596,0.27445944170893566,0.12554368420983417,0.12554368420983417,-9.012051306755613,0.08385446924378767,0.0416892149660465,4.076093643176434,4.076093643176434,6.102441528239946,2.722547702720379,1.3535459404560553,4.314215952227978,4.314215952227978,6.349018803385315,2.8815968812298167,1.4326190709981614
0.0,-140.0,0.1756256272211581,-0.02285381421020506,-0.2079600996150084,0.02671936283889675,0.27445944170893555,0.12554368420983408,0.12554368420983408,-9.012051306755616,0.0732671528629211,0.05227653134691297,4.0760936431764305,4.0760936431764305,6.102441528239941,2.378803664380555,1.6972899787958755,4.3142159522279755,4.3142159522279755,6.349018803385312,2.5177715760453983,1.7964443761825761
0.0,-135.0,0.1930822356305781,-0.02509559446134832,-0.1918619666651193,0.02462584644439117,0.2744594417089356,0.12554368420983414,0.12554368420983414,-9.012051306755613,0.062360941775556185,0.06318274243427793,4.076093643176432,4.076093643176432,6.102441528239943,2.024705901803772,2.0513877413726602,4.314215952227976,4.314215952227976,6.349018803385313,2.1429876898816556,2.171228262346321
