Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,-0.0004680725192283824,-0.0004800654555449449,-0.2055840437383055,0.01631153001386346,0.20623121637111955,0.070883854383792,0.070883854383792,-11.494526752618054,0.07088310514356867,7.492402233530592e-07,3.6538069269995876,3.6538069269995876,5.627455948079687,3.6537683063695194,3.862063006974532e-05,3.9162350488282875,3.9162350488282875,5.928687498690103,3.916193654340811,4.1394487478069565e-05
0.0,-175.0,0.01745153866710128,-0.001899882175259859,-0.2048425295924346,0.01620761925622961,0.20623121637111963,0.07088385438379206,0.07088385438379206,-11.494526752618048,0.07037025689346828,0.0005135974903237438,3.6538069269995908,3.6538069269995908,5.627455948079691,3.6273328295602205,0.02647409743936824,3.9162350488282907,3.9162350488282907,5.928687498690106,3.887859496876701,0.028375551951588054
0.0,-170.0,0.03523833310664717,-0.003305239644440819,-0.2025420401090642,0.01598035872962772,0.20623121637111966,0.07088385438379208,0.07088385438379208,-11.494526752618048,0.0687961290199733,0.0020877253638187645,3.653806926999592,3.653806926999592,5.6274559480796915,3.5461922175243963,0.10761470947519404,3.916235048828291,3.916235048828291,5.928687498690106,3.8008911060758725,0.11534394275241792
0.0,-165.0,0.05275694255376429,-0.004685442244169315,-0.1987000834022362,0.015631478023889,0.20623121637111963,0.07088385438379206,0.07088385438379206,-11.494526752618048,0.06620855060197266,0.004675303781819426,3.6538069269995908,3.6538069269995908,5.627455948079691,3.412811886699621,0.2409950402999704,3.9162350488282907,3.9162350488282907,5.928687498690106,3.6579309724846767,0.25830407634361463
0.0,-160.0,0.06987403981253429,-0.006029985799272303,-0.1933458990823266,0.01516363233184406,0.20623121637111977,0.07088385438379215,0.07088385438379215,-11.494526752618043,0.06268614390031955,0.008197710483472603,3.6538069269995956,3.6538069269995956,5.627455948079696,3.231244530944308,0.4225623960552888,3.9162350488282955,3.9162350488282955,5.9286874986901115,3.46332286742097,0.4529121814073261
0.0,-155.0,0.0864593534372321,-0.007328637521437856,-0.1865202357249545,0.01458038224170221,0.20623121637111966,0.07088385438379208,0.07088385438379208,-11.494526752618048,0.058335935460219715,0.012547918923572366,3.653806926999592,3.653806926999592,5.6274559480796915,3.007006982485552,0.6467999445140394,3.916235048828291,3.916235048828291,5.928687498690106,3.2229798596806467,0.6932551891476446
0.0,-150.0,0.1023866591766876,-0.008571513886912943,-0.1782750407497181,0.0138861666388255,0.2062312163711197,0.0708838543837921,0.0708838543837921,-11.494526752618047,0.053290104163814155,0.01759375021997797,3.653806926999593,3.653806926999593,5.627455948079692,2.7469125857636163,0.9068943412359779,3.916235048828293,3.916235048828293,5.928687498690108,2.944204649934484,0.9720303988938106
0.0,-145.0,0.1175347406170535,-0.009749155856087044,-0.1686730650689635,0.0130862689231307,0.2062312163711198,0.07088385438379216,0.07088385438379216,-11.494526752618043,0.04770196504173014,0.023181889342062008,3.653806926999596,3.653806926999596,5.627455948079697,2.4588641774087705,1.1949427495908251,3.916235048828296,3.916235048828296,5.9286874986901115,2.6354676818635436,1.280767366964752
0.0,-140.0,0.1317883117119069,-0.01085260086249507,-0.1577873855154527,0.01218677679922563,0.20623121637111977,0.07088385438379215,0.07088385438379215,-11.494526752618043,0.041741310873457345,0.029142543510334774,3.6538069269995956,3.6538069269995956,5.627455948079696,2.151613962549348,1.5021929644502463,3.9162350488282955,3.9162350488282955,5.9286874986901115,2.306149772014218,1.610085276814076
0.0,-135.0,0.1450388941786742,-0.01187345102335993,-0.1457008486835412,0.01119453594530143,0.20623121637111969,0.07088385438379209,0.07088385438379209,-11.494526752618047,0.03558925311966235,0.03529460126412975,3.6538069269995925,3.6538069269995925,5.627455948079692,1.8344975834877502,1.8193093435118426,3.9162350488282924,3.9162350488282924,5.928687498690108,1.9662570784343842,1.9499779703939086
0.0,-130.0,0.1571856430838632,-0.01280393705255126,-0.1325054404165701,0.01011709791338785,0.20623121637111977,0.07088385438379215,0.07088385438379215,-11.494526752618043,0.029432718942102684,0.041451135441689456,3.6538069269995956,3.6538069269995956,5.627455948079696,1.517150460933128,2.136656466066467,3.9162350488282955,3.9162350488282955,5.9286874986901115,1.6261170686244577,2.290117980203837
0.0,-125.0,0.1681361143338977,-0.01363697738954412,-0.1183015857390564,0.00896266265748268,0.2062312163711197,0.0708838543837921,0.0708838543837921,-11.494526752618047,0.023458771516406855,0.04742508286738527,3.653806926999593,3.653806926999593,5.627455948079692,1.2092150266189103,2.444591900380684,3.916235048828293,3.916235048828293,5.928687498690108,1.2960647246633623,2.620170324164932
0.0,-120.0,0.1778069682304896,-0.01436623209437048,-0.1031973845616179,0.007740016126950391,0.20623121637111963,0.07088385438379206,0.07088385438379206,-11.494526752618048,0.017848926212141392,0.053034928171650675,3.6538069269995908,3.6538069269995908,5.627455948079691,0.920047742893886,2.733759184105705,3.9162350488282907,3.9162350488282907,5.928687498690106,0.9861285200078116,2.9301065288204793
0.0,-115.0,0.1861246037360647,-0.01498615109839057,-0.08730778897538119,0.006458463400142492,0.20623121637111969,0.07088385438379209,0.07088385438379209,-11.494526752618047,0.01277363534015779,0.058110219043634295,3.6538069269995925,3.6538069269995925,5.627455948079692,0.6584348113483397,2.995372115651252,3.9162350488282924,3.9162350488282924,5.928687498690108,0.7057257094009828,3.210509339427309
0.0,-110.0,0.1930257186220999,-0.01549201644366643,-0.07075372839715743,0.005127757867132665,0.2062312163711197,0.0708838543837921,0.0708838543837921,-11.494526752618047,0.008387109045380082,0.06249674533841201,3.653806926999593,3.653806926999593,5.627455948079692,0.4323252085247465,3.221481718474846,3.916235048828293,3.916235048828293,5.928687498690108,0.46337619035249067,3.4528588584758015
